I,A,B,trace,determinant,string_of_classification,stable
0.0,0.0,0.0,1.1503527164459229,0.32798251509666443,unstable node source,False
0.0,0.7506999969482422,0.9884999990463257,-2.3421292304992676,0.8270494341850281,stable node sink,True
0.0,0.0,0.9854999780654907,-3.246675968170166,2.617953062057495,stable node sink,True
0.0,0.39340001344680786,0.9872999787330627,-1.4597268104553223,-0.4305228590965271,unstable saddle node,False
0.009999999776482582,0.7516999840736389,0.9884999990463257,-2.3479244709014893,0.8373491764068604,stable node sink,True
0.009999999776482582,0.0006000000284984708,0.9854999780654907,-3.221665859222412,2.5807247161865234,stable node sink,True
0.009999999776482582,0.39010000228881836,0.9872000217437744,-1.4557504653930664,-0.4320988357067108,unstable saddle node,False
0.019999999552965164,0.7526999711990356,0.9884999990463257,-2.3537437915802,0.8477004170417786,stable node sink,True
0.019999999552965164,0.0012000000569969416,0.9854999780654907,-3.1970808506011963,2.5441153049468994,stable node sink,True
0.019999999552965164,0.38690000772476196,0.9872000217437744,-1.452897310256958,-0.43371328711509705,unstable saddle node,False
0.029999999329447746,0.7537000179290771,0.9884999990463257,-2.3595871925354004,0.8581032156944275,stable node sink,True
0.029999999329447746,0.0017999999690800905,0.9854999780654907,-3.172910690307617,2.5081100463867188,stable node sink,True
0.029999999329447746,0.38370001316070557,0.9872000217437744,-1.4500980377197266,-0.4352315664291382,unstable saddle node,False
0.03999999910593033,0.7547000050544739,0.9884999990463257,-2.36545467376709,0.8685578107833862,stable node sink,True
0.03999999910593033,0.0024999999441206455,0.9854999780654907,-3.1451499462127686,2.4667372703552246,stable node sink,True
0.03999999910593033,0.38040000200271606,0.9872000217437744,-1.4472450017929077,-0.43673619627952576,unstable saddle node,False
0.05000000074505806,0.7556999921798706,0.9884999990463257,-2.3713464736938477,0.8790643215179443,stable node sink,True
0.05000000074505806,0.003100000089034438,0.9854999780654907,-3.1218504905700684,2.4319992065429688,stable node sink,True
0.05000000074505806,0.37720000743865967,0.9872000217437744,-1.444556713104248,-0.4380582571029663,unstable saddle node,False
0.05999999865889549,0.756600022315979,0.9884999990463257,-2.3768091201782227,0.8888312578201294,stable node sink,True
0.05999999865889549,0.003700000001117587,0.9854999780654907,-3.098939895629883,2.3978271484375,stable node sink,True
0.05999999865889549,0.37400001287460327,0.9872000217437744,-1.44192373752594,-0.4392828345298767,unstable saddle node,False
0.07000000029802322,0.004399999976158142,0.9854999780654907,-3.07261323928833,2.3585422039031982,stable node sink,True
0.07000000029802322,0.3707999885082245,0.9872000217437744,-1.4393465518951416,-0.4404093027114868,unstable saddle node,False
0.07000000029802322,0.7576000094413757,0.9884999990463257,-2.3827476501464844,0.8994382619857788,stable node sink,True
0.07999999821186066,0.005100000184029341,0.9854999780654907,-3.0467915534973145,2.319992780685425,stable node sink,True
0.07999999821186066,0.3675999939441681,0.9872000217437744,-1.4368256330490112,-0.4414372444152832,unstable saddle node,False
0.07999999821186066,0.7584999799728394,0.9886000156402588,-2.3892719745635986,0.9097735285758972,stable node sink,True
0.09000000357627869,0.005799999926239252,0.9854999780654907,-3.0214624404907227,2.282160520553589,stable node sink,True
0.09000000357627869,0.364300012588501,0.9871000051498413,-1.433312177658081,-0.44219714403152466,unstable saddle node,False
0.09000000357627869,0.7595000267028809,0.9886000156402588,-2.3952584266662598,0.920488178730011,stable node sink,True
0.10000000149011612,0.006399999838322401,0.9854999780654907,-3.000199794769287,2.2503883838653564,stable spiral node sink,True
0.10000000149011612,0.3610999882221222,0.9871000051498413,-1.4309080839157104,-0.4430219531059265,unstable saddle node,False
0.10000000149011612,0.7603999972343445,0.9886000156402588,-2.4008076190948486,0.93044513463974,stable node sink,True
0.10999999940395355,0.0071000000461936,0.9854999780654907,-2.9757537841796875,2.2138419151306152,stable spiral node sink,True
0.10999999940395355,0.3578999936580658,0.9871000051498413,-1.4285624027252197,-0.4437457323074341,unstable saddle node,False
0.10999999940395355,0.7613000273704529,0.9886000156402588,-2.4063775539398193,0.9404469728469849,stable node sink,True
0.11999999731779099,0.007899999618530273,0.9854999780654907,-2.948310375213623,2.1727936267852783,stable node sink,True
0.11999999731779099,0.3546999990940094,0.9871000051498413,-1.426275610923767,-0.444367378950119,unstable saddle node,False
0.11999999731779099,0.7620999813079834,0.9886000156402588,-2.4115021228790283,0.9496738910675049,stable node sink,True
0.12999999523162842,0.00860000029206276,0.9854999780654907,-2.924835205078125,2.137661933898926,stable node sink,True
0.12999999523162842,0.351500004529953,0.9871000051498413,-1.424048662185669,-0.44488614797592163,unstable saddle node,False
0.12999999523162842,0.7630000114440918,0.9886000156402588,-2.417112112045288,0.9597616791725159,stable node sink,True
0.14000000059604645,0.00930000003427267,0.9854999780654907,-2.901796817779541,2.103165864944458,stable node sink,True
0.14000000059604645,0.3483000099658966,0.9871000051498413,-1.421881914138794,-0.4453013837337494,unstable saddle node,False
0.14000000059604645,0.7638999819755554,0.9886000156402588,-2.422743082046509,0.969894289970398,stable node sink,True
0.15000000596046448,0.010099999606609344,0.9854999780654907,-2.8759212493896484,2.064401865005493,stable node sink,True
0.15000000596046448,0.3449999988079071,0.9871000051498413,-1.4196898937225342,-0.4456566274166107,unstable saddle node,False
0.15000000596046448,0.7646999955177307,0.9886000156402588,-2.4279232025146484,0.9792404174804688,stable node sink,True
0.1599999964237213,0.7656000256538391,0.9886000156402588,-2.4335947036743164,0.9894606471061707,stable node sink,True
0.1599999964237213,0.01080000028014183,0.9854999780654907,-2.85378360748291,2.0312185287475586,stable node sink,True
0.1599999964237213,0.3418000042438507,0.9869999885559082,-1.4167014360427856,-0.4456225037574768,unstable saddle node,False
0.17000000178813934,0.3386000096797943,0.9869999885559082,-1.4147238731384277,-0.44571584463119507,unstable saddle node,False
0.17000000178813934,0.011599999852478504,0.9854999780654907,-2.8289127349853516,1.9939180612564087,stable node sink,True
0.17000000178813934,0.7663999795913696,0.9886000156402588,-2.4388115406036377,0.9988855123519897,stable node sink,True
0.18000000715255737,0.3353999853134155,0.9869999885559082,-1.4128103256225586,-0.44570061564445496,unstable saddle node,False
0.18000000715255737,0.012400000356137753,0.9854999780654907,-2.8045573234558105,1.9573688507080078,stable node sink,True
0.18000000715255737,0.7671999931335449,0.9886000156402588,-2.4440460205078125,1.0083484649658203,stable node sink,True
0.1899999976158142,0.3321000039577484,0.9869999885559082,-1.4108835458755493,-0.4456061124801636,unstable saddle node,False
0.1899999976158142,0.013199999928474426,0.9854999780654907,-2.7807042598724365,1.9215521812438965,stable node sink,True
0.1899999976158142,0.7680000066757202,0.9886000156402588,-2.449298143386841,1.0178492069244385,stable node sink,True
0.20000000298023224,0.328900009393692,0.9869999885559082,-1.409103512763977,-0.4453655779361725,unstable saddle node,False
0.20000000298023224,0.014000000432133675,0.9855999946594238,-2.7583978176116943,1.8878229856491089,stable node sink,True
0.20000000298023224,0.7688000202178955,0.9886000156402588,-2.4545679092407227,1.027388095855713,stable node sink,True
0.20999999344348907,0.3255999982357025,0.9869999885559082,-1.4073169231414795,-0.4450353682041168,unstable saddle node,False
0.20999999344348907,0.01489999983459711,0.9855999946594238,-2.732621192932129,1.849046230316162,stable node sink,True
0.20999999344348907,0.769599974155426,0.9886000156402588,-2.459855079650879,1.0369644165039062,stable node sink,True
0.2199999988079071,0.3224000036716461,0.9869999885559082,-1.405674695968628,-0.44456377625465393,unstable saddle node,False
0.2199999988079071,0.015699999406933784,0.9855999946594238,-2.710252523422241,1.8153735399246216,stable node sink,True
0.2199999988079071,0.7703999876976013,0.9886000156402588,-2.465160369873047,1.0465798377990723,stable node sink,True
